code;name;net;status;order;clazz;active
N7701021130003285;14-09 КВ_Полтавская_Интернациональная_190_15;МЕГАФОН;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701047310004324;14-09 МТС 353560, Краснодарский край, Славянск-на-Кубани г, Красная ул, 4/1;МТС;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701021130003201;14-09 КВ_Темрюк_Ленина_54;МЕГАФОН;Зарегистрирована в системе;3 порядок;Брокер;Активна
N770105978000926;14-09 ran Basic  ООО Кредитные Системы  Краснодарский край, ст-ца Полтавская, ул Ленина, д 1 онлайн;Leran Basic;Зарегистрирована в системе;3 порядок;Брокер;Активна
N230106239000018;"14-09 МНОГО МЕБЕЛИ, ООО ""Много Мебели Юг"" Краснодарский край, х Трудобеликовский, ул Ленина, д 17,";МНОГО МЕБЕЛИ;Зарегистрирована в системе;3 порядок;3 порядок;Активна
N230106240000018;"14-09 МНОГО МЕБЕЛИ, ООО ""Много Мебели Юг""  Краснодарский край, х Трудобеликовский, ул Ленина, д 17,";МНОГО МЕБЕЛИ;Зарегистрирована в системе;3 порядок;Брокер;Активна
N230106425000015;Золото Юга, ИП Дерягин Р.Е., Красноармейский р-н, ст-ца Полтавская, ул Ковтюха, д 119;Независимые торговцы;Зарегистрирована в системе;3 порядок;3 порядок;Активна
N770105978000744;14-09 Leran Basic  ООО Кредитные Системы   хутор Трудобеликовский, ул. Ленина, д 1 онлайн;Leran Basic;Зарегистрирована в системе;3 порядок;Брокер;Активна
N770105978000945;14-09 an Basic  ООО Кредитные Системы  ст-ца Полтавская, ул Красная, д 127 онлайн;Leran Basic;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701040750009851;14-09 Осадчий Виктор Юрьевич,Media Smart, г. Славянск-на-Кубани, ул. Ковтюха, д. 140;КБМ;Зарегистрирована в системе;3 порядок;Брокер;Активна
N77010664400015663;14-09 АртиКо ИП Саакян Нелли Кареновна Краснодарский край Анапский р-н Анапа г Анапское ш 1Г д;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N77010664400020496;14-09 Vиктория, ИП Середа С.Н Трудобеликовский х, Ленина ул, д 9;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N77010664400010766;14-09 Билайн ИП Стеганцова ТА Краснодарский край Славянск-на-Кубани г Красная ул 4 д;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701066140003533;14-09 МТС Онлайн Славянск-на-Кубани г, Красная ул, 145/10;МТС онлайн;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701066440009981;14-09 Эксперт ООО Арсенал Краснодарский край Крымский р-н Варениковская ст-ца Ленина ул 50 д;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610009534;14-09 Юмаком, ИП Колесник Юлия Владиславовна, г Славянск-на-Кубани, ул Больничная, д 18;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610009233;14-09 Кровельный центр ИП Комарова Е.В. хутор Трудобеликовский ул Ленина д 82 оф.2;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N77010664400010730;14-09 Центр Ортопедии ООО ЭСТЕТИК ЛАЙФ Краснодарский край Славянск-на-Кубани г Батарейная ул 388А д;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N770106821000112;14-09 КБМ РБТ х Трудобеликовский ул Ленина д.17;КБМ РБТ;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068790001710;14-09 МТС розница Краснодарский край Славянск-на-Кубани г Юных Коммунаров ул дом  69;МТС розница;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701040750007686;14-09 ИП Осадчая Татьяна Владимировна Media smart г Славянск-на-Кубани ул Ковтюха д 140;КБМ;Зарегистрирована в системе;3 порядок;Брокер;Активна
N770106879000134;14-09 МТС розница Краснодарский край, Славянск-на-Кубани г, Красная ул, 4/1;МТС розница;Зарегистрирована в системе;3 порядок;Брокер;Активна
N770106821000054;14-09 КБМ РБТ г Славянск-на-Кубани ул Ковтюха д 100;КБМ РБТ;Зарегистрирована в системе;3 порядок;Брокер;Активна
N77010664400015514;14-09 ЭКСПЕРТ ИП Радченко Елена Анатольевна Краснодарский край Старотитаровская ст-ца Ильича пер 1 д;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701040750002148;ИП Пупышев Владислав Юрьевич, 353560, Краснодарский край, Славянск-на-кубани, уд. Ковтюха 44;КБМ;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701047310001039;МТС Славянск-на-Кубани г, Ковтюха ул, 2;МТС;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701047310001147;МТС Славянск-на-Кубани г, Юных Коммунаров ул, дом 69;МТС;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701040750002146;ИП Пупышев Владислав Юрьевич, 353560, Краснодарский край, Славянск-на-кубани, уд. Ковтюха 25;КБМ;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701047310001136;МТС Славянск-на-Кубани г, Ковтюха ул, дом 17;МТС;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701047310001150;МТС Полтавская ст-ца, Красная ул, дом 127, корпус 1;МТС;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701047310001125;МТС 353560, Краснодарский край, Славянск-на-Кубани г, Красная ул, дом 4;МТС;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701047310001121;МТС Полтавская ст-ца, Интернациональная ул, 176 A;МТС;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701047310001040;МТС Славянск-на-Кубани г, Красная ул, 4/1;МТС;Зарегистрирована в системе;3 порядок;Брокер;Активна
N77010664400016458;14-09 Мобильник ИП Залян Хорен Гришаевич Краснодарский край Славянск-на-Кубани г Промышленная ул 35А;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610006750;14-09 Эксперт ИП Ермолаев Денис Викторович Варениковская ст-ца Ленина ул 50 д;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610006749;14-09 Билайн ИП Стеганцова ТА Краснодарский край Славянск-на-Кубани г Красная ул 4 д;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610006747;14-09 Эксперт ООО Арсенал Краснодарский край Крымский р-н Варениковская ст-ца Ленина ул 50 д;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610008502;14-09 Золото Юга ИП Дерягин Р.Е. Краснодарский край Полтавская ст-ца Ковтюха ул 119;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701066440009970;14-09 VITAL RAYS ИП Валл Павел Сергеевич Краснодарский край Славянск-на-Кубани г Красная ул 35;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610001356;14-09 Кровельный центр, ООО Кровельный центр ст-ца Петровская, ул Чапаева, д 72;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610003692;14-09 Мобильник ИП Залян Хорен Гришаевич, Славянск-на-Кубани г Промышленная ул 35А;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610008515;14-09 Кубань Инструмент ИП Дерлугов Л.П. Славянск-на-Кубани г Пролетарская ул 1/2;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610004618;14-09 Мобильник ИП Залян Хорен Гришаевич Краснодарский край Славянск-на-Кубани г Красная ул 42/2 д;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701066810002486;14-09 Финсервис (Poslogic) ИП Блохина Надежда Александровна г Славянск-на-Кубани ул Пионерская д 8;Финсервис (Poslogic);Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701066810002485;14-09 Финсервис (Poslogic) ИП Латыш Марина Минасовна г Славянск-на-Кубани ул Отдельская д 225;Финсервис (Poslogic);Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701066140001201;14-09 МТС онлайн Краснодарский край Полтавская ст-ца Красная ул дом 127 корпус 1;МТС онлайн;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610006704;14-09 Тук-Тук ИП Залян Марта Гургеновна Краснодарский край Славянск-на-Кубани г Пролетарская ул 118;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610009234;14-09 Кровельный центр ИП Михеева В.А. хутор Трудобеликовский ул Ленина д 82 оф.;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610004575;14-09 ProStore ИП Пупышев Владислав Юрьевич г Славянск-на-Кубани ул Ковтюха д 25;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701040750007680;14-09 ИП Сизоненко Владимир Иванович Пульсар 353800 ст-ца Полтавская ул Красная д 133;КБМ;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701040750007684;14-09 ИП Осадчий Сергей Викторович Media smart г. Славянск-на-Кубани ул. Ковтюха д. 140;КБМ;Зарегистрирована в системе;3 порядок;Брокер;Активна
N770106861000715;14-09 Уютный дом ИП Панова К.В. Краснодарский край Славянск-на-Кубани г Ковтюха ул 116;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610003743;14-09 МТС ИП Григорьева Анна Леонидовна ст-ца Анастасиевская ул Красная 144;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610003742;14-09 МТС ИП Григорьева Анна Леонидовна ст-ца Петровская ул Красная 40В;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610004600;14-09 Мобильник ИП Залян Хорен Гришаевич Краснодарский край Славянск-на-Кубани г Промышленная ул 35А;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610005538;14-09 Торговый центр БТ ИП Дейнега АВКраснодарский край Славянск-на-Кубани г Анастасиевская ул 113;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610006752;14-09 Уютный дом ИП Норенко М.С.Краснодарский край Славянск-на-Кубани г Отдельская ул 260;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N77010664400014545;14-09 ProStore ИП Пупышев Владислав Юрьевич г Славянск-на-Кубани ул Ковтюха д 50;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610004573;14-09 ProStore ИП Пупышев Владислав Юрьевич г Славянск-на-Кубани ул Ковтюха д 50;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610006745;14-09 МТС ИП Ермолаев Денис Викторович Краснодарский край Варениковская ст-ца Красная ул 57 д;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610006744;14-09 Эксперт ИП Никоев Гурген Нерсесович Краснодарский край Трудобеликовский х Ленина ул 69А д;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610006743;14-09 ТелефонСити ИП Ермолаев ДВ Краснодарский край Варениковская ст-ца Ленина ул 71 д;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701066440008096;14-09 Уютный дом ИП Панова К.В. Краснодарский край Славянск-на-Кубани г Ковтюха ул 116;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068790002317;14-09 МТС розница Краснодарский край Полтавская ст-ца Красная ул дом  127 корпус 1;МТС розница;Зарегистрирована в системе;3 порядок;Брокер;Активна
N770106861000743;14-09 Уютный дом ИП Панова КВ Краснодарский край Славянск-на-Кубани г Отдельская ул 260;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N7701068610006753;14-09 12 стульев ИП Норенко Марина Сергеевна Краснодарский край Славянск-на-Кубани г Ковтюха ул 116;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N230500921000005;БИЛАЙН, ИП Стеганцова Т.А., г. Славянск-на-Кубани, ул. Красная, д. 4;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N230500921000006;БИЛАЙН, ИП Стеганцова Т.А., г. Славянск-на-Кубани, ул. Ковтюха, д. 41;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
N77010664400010733;14-09 ТелефонСити ИП Ермолаев ДВ Краснодарский край Варениковская ст-ца Ленина ул 71 д;ЭКСПЕРТ-РИТЕИЛ Брокер;Зарегистрирована в системе;3 порядок;Брокер;Активна
