sapCode;shopName;shopAddress;workingHours
GD40;Члб Кольцо;454087, Челябинская обл, Челябинск г, Дарвина ул, дом № 18-а ТЦ Кольцо;Пн-Вс (10:00-22:00)
YP98;Спб Луга4;188230, Ленинградская обл, Лужский р-н, Луга г, Володарского пр-кт, дом № 30А на пересечении с ул. Красной Артиллерии;Пн-Вс (09:00-21:00)
L167;ТЦ Конфетти;117042, Москва г, Веневская ул, дом № 6 ТЦ Витте Молл;Пн-Вс (10:00-22:00)
LP66;Якутия Нюрба Центр;678450, Саха /Якутия/ Респ, Нюрбинский у, Нюрба г, Степана Васильева ул, дом № 60;Пн-Вс (09:00-20:00)
X634;Якутия Усть-Нера ЕС;678730, Усть-Нера пгт, Ленина ул 23;Пн-Вс (11:00-19:00)
LP12;Амур Белогорск Кирова;676850, Амурская обл, Белогорск г, Кирова ул, дом № 83;Пн-Вс (09:00-20:00)
YB31;Ковров2;601901, Владимирская обл, Ковров г, Ленина пр-кт, дом № 49;Пн-Вс (09:00-21:00)
L467;Шатура2;140700, Московская обл, Шатурский р-н, Шатура г, Ильича пр-кт, дом № 57;Пн-Вс (09:00-21:00)
LB57;РТ Новотроицк Советская2;462353, Оренбургская обл, Новотроицк г, Советская ул, дом № 43В;Пн-Вс (09:00-21:00)
L276;Зарайск;140600, Московская обл, Зарайский р-н, Зарайск г, Советская ул, дом № 37;Пн-Вс (09:00-20:00)
R070;Ковров6 ЕС;601900, Ковров г, Ленина пр-кт 25;Пн-Вс (10:00-20:00)
N483;Крск Енисейск2 ЕС;663180, Енисейск г, Рабоче-Крестьянская ул 88/1;Пн-Вс (09:00-19:00)
YR29;СПб ОКЕЙ Партизана Германа;198205, Санкт-Петербург г, Партизана Германа ул, дом № 2, литера А ГМ ОКЕЙ;Пн-Вс (10:00-21:00)
RE74;Липецк Победы ЕС;398000, Липецк г, пр.Победы д.53;Пн-Вс (10:00-20:00)
LR77;КО Шерегеш;652971, Кемеровская обл, Таштагольский р-н, Шерегеш пгт, Гагарина ул, дом № 8;Пн-Вс (10:00-20:00)
P177;РТ Новоспасское ЕС;433870, Новоспасское рп, Ульяновская ул 5А;Пн-Вс (08:00-18:00)
YC57;Рыльск;307370, Курская обл, Рыльский р-н, Рыльск г, Советская Площадь ул, дом № 8;Пн-Вс (09:00-20:00)
GL22;Астр Знаменск3;416550, Астраханская обл, Знаменск г, 9 Мая пр-кт, дом № 10, строение 7;Пн-Вс (09:00-20:00)
YP83;СПб Кудрово;188689, Ленинградская обл, Всеволожский р-н, Кудрово д, Европейский пр-кт, дом № 8, помещение 44-Н;Пн-Вс (10:00-21:00)
KI85;Астр Икряное ЕС;416370, Астраханская область, Икрянинский район, село Икряное, ул. Олега Кошевого, д. 22 Б.;Пн-Вс (08:00-19:00)
N384;Ирк Усолье-Сибирское Орджоникидзе;665452, Усолье-Сибирское г, Орджоникидзе ул 31;Пн-Вс (09:00-21:00)
S864;СКТ ТЦ Торговые ряды ЕС;167021, Сыктывкар г, Бумажников пр-кт 36/1;Пн-Вс (09:30-20:00)
S939;СПб ТК Невский ЕС;193168, Санкт-Петербург г, Большевиков пр-кт 18;Пн-Вс (10:00-22:00)
GO89;Рнд Матвеев Курган2;346970, Ростовская обл, Матвеево-Курганский р-н, Матвеев Курган п, Комсомольская ул, дом № 110 В;Пн-Вс (08:00-19:00)
X656;Якутия Намцы2 ЕС;678380, Саха Якутия, Намцы г, Миниярова ул, д.2;Пн-Пт (10:00-18:00), Сб (10:00-17:00)
N552;Кмр Радищева ЕС;650024, Кемерово г, Радищева ул 6;Пн-Вс (09:00-21:00)
L445;Томилино;140074, Московская обл, Люберецкий р-н, Томилино рп, Егорьевское ш, строение 2;Пн-Вс (10:00-21:00)
U501;Члб Магнитогорск ТЦ Гостиный Двор;455000, Магнитогорск г, Карла Маркса ул 153;Пн-Вс (10:00-21:00)
YB73;Липецк15;398000, Липецкая обл, Липецк г, им 60-летия СССР пр-кт, дом № 20б;Пн-Вс (08:00-19:00)
L010;APPLE Тверская6;125009, Москва г, Тверская ул, дом № 6, стр 1;Пн-Вс (10:00-22:00)
LC52;РТ Ульяновск Гагарина 000;432071, Ульяновская обл, Ульяновск г, Гагарина ул, дом № 1/35;Пн-Вс (09:00-21:00)
K360;РнД Белая Калитва Энгельса ЕС;347042, Белая Калитва г, Энгельса ул 21/15;Пн-Вс (08:00-20:00)
YS48;СПб Шушары ТЦ Грин Парк;196634, Санкт-Петербург г, Пушкинский район, г. Санкт-Петербург, микрорайон Славянка, ул Ростовская, дом № 20, строение 1;Пн-Вс (10:00-20:00)
S361;СКТ Инта Горького ЕС;169840, Инта г, Горького ул 25;Пн-Вс (10:00-20:00)
S250;СКТ Печора Гагарина2 ЕС;169600, Печора г, Гагарина ул 39;Пн-Вс (09:00-21:00)
LB82;РТ Раевский ТЦ Купец;452120, Башкортостан Респ, Альшеевский р-н, Раевский с/с, ул Коммунистическая, дом № 94 ТЦ Купец;Пн-Вс (09:00-19:00)
LC78;РТ Уфа Окей;450105, Башкортостан Респ, Уфа г, Маршала Жукова ул, дом № 37 ТЦ Окей;Пн-Вс (10:00-20:00)
LB14;РТ Кукмор;422100, Татарстан Респ, Кукморский р-н, Кукмор пгт, Ленина ул, дом № 30Б;Пн-Вс (08:00-19:00)
LC45;РТ ТЦ Кольцо;420107, Татарстан Респ, Казань г, Петербургская ул, дом № 1 комната №121;Пн-Вс (10:00-22:00)
N731;Крск ТК Республика ЕС;660037, Красноярск г, Красноярский Рабочий пр-кт 27, строение 78 (ТК Мега);Пн-Вс (10:00-21:00)
P465;РТ Киргиз-Мияки ЕС;453316, Киргиз-Мияки с, Чапаева ул 2/2;Пн-Вс (09:00-19:00)
GO78;Влд Елань;403732, Волгоградская обл, Еланский р-н, Елань рп, Красная ул, дом № 14, корпус 1;Пн-Вс (08:00-20:00)
L547;ТРЦ Браво4;115211, Москва г, Борисовские Пруды ул, владение № 26, корпус 2 ТРЦ Браво;Пн-Вс (10:00-22:00)
GE63;ЕК Новая Ляля;624400, Свердловская обл, Новолялинский р-н, Новая Ляля г, Розы Люксембург ул, дом № 69;Пн-Вс (10:00-21:00)
GN95;Крнд Сочи Хоста2;354037, Краснодарский край, Сочи г, Платановая ул, дом № 15/1;Пн-Вс (08:00-20:00)
GD98;Члб ТЦ Алмаз;454000, Челябинская обл, Челябинск г, Копейское ш, дом № 64 ТЦ Алмаз;Пн-Вс (10:00-22:00)
LB68;РТ Оренбург Гагарина3;460051, Оренбургская обл, Оренбург г, Гагарина пр-кт, дом № 29/2;Пн-Вс (09:00-21:00)
N570;Ирк Чунский Комарова ЕС;665510, Чунский рп, Комарова ул 4;Пн-Вс (09:00-21:00)
U292;Пермь Оса1 ЕС;618120, Оса г, Горького ул 67а;Пн-Вс (09:00-21:00)
LS24;Крск Северо-Енисейский ТЦ Апельсин;663282, Красноярский край, Северо-Енисейский р-н, Северо-Енисейский гп, Ленина ул, дом № 5Г/1;Пн-Вс (10:00-20:00)
W436;РТ Йошкар-Ола ТЦ Планета2 ЕС;424000, Йошкар-Ола г, Баумана ул 16;Пн-Вс (10:00-21:00)
LB43;РТ Нефтекамск Комсомольская;452683, Башкортостан Респ, Нефтекамск г, Комсомольский пр-кт, дом № 38;Пн-Вс (10:00-21:00)
YO15;СКТ Печора Гагарина;169600, Коми Респ, Печора г, Гагарина ул, дом № 41;Пн-Вс (09:00-21:00)
GO36;Ствр Буденновск Рынок;356800, Ставропольский край, Буденновский р-н, Буденновск г, Октябрьская ул, дом № 77;Пн-Вс (08:00-20:00)
YC85;Сосновка;393840, Тамбовская обл, Сосновский р-н, Сосновка рп, Моршанская ул, дом № 39А стр.1;Пн-Вс (08:00-19:00)
LT01;Томск Фрунзенский рынок;634000, Томская обл, Томск г, Комсомольский пр-кт, дом № 53, корпус а;Пн-Вс (09:00-21:00)
YS15;СПб ТЦ Рубикон;195299, Санкт-Петербург г, Гражданский пр-кт, дом № 119, Литер А;Пн-Вс (10:00-21:00)
L285;Кашира4;142900, Московская обл, Каширский р-н, Кашира г, Стрелецкая ул, дом № 68;Пн-Вс (09:00-21:00)
LP73;Камч Петропавловск Агротек;683024, Камчатская обл, Петропавловск-Камчатский г, 50 лет Октября пр-кт, дом № 24а;Пн-Вс (09:00-21:00)
L296;Коломна10;140407, Московская обл, Коломна г, Советская пл, дом № 8;Пн-Вс (09:00-21:00)
GD99;Члб Усть-Катав;456040, Челябинская обл, Усть-Катав г, Центральная ул, дом № 43 капитальное строение;Пн-Вс (09:00-21:00)
LQ82;Ирк Муравьева;664002, Иркутская обл, Иркутск г, Сибирских Партизан ул, в районе остановка "Кафе" остановка "Кафе";Пн-Вс (09:00-19:00)
YP51;СПб Гранд-Каньон2;194017, Санкт-Петербург г, Энгельса пр-кт, дом № 154, литера А ТЦ ГрандКаньон;Пн-Вс (10:00-22:00)
LD67;НН Лысково2;606210, Нижегородская обл, Лысковский р-н, Лысково г, Мичурина ул, дом № 56 А;Пн-Вс (08:00-19:00)
LC99;РТ Чебоксары ТЦ Москва;428000, Чувашская Респ, Чебоксары г, Энтузиастов ул, дом № 34 ТЦ Москва;Пн-Сб (09:00-20:00), Вс (10:00-20:00)
GD56;Члб Магнитогорск14;454000, Челябинская обл, Магнитогорск г, Завенягина ул, дом № 10а ТЦ Мост-1;Пн-Вс (09:00-20:00)
YA71;Воронеж52;394077, Воронежская обл, Воронеж г, Победы б-р, дом № 23Б;Пн-Вс (10:00-22:00)
LR35;КО Новый Городок;652645, Кемеровская обл, Белово г, Новый Городок пгт, Киевская ул, дом № 23 в Территория МОУ СОШ №27;Пн-Вс (09:00-21:00)
LP77;Якутия Покровск Автостанция;678000, Саха /Якутия/ Респ, Хангаласский у, Покровск г, Притузова ул, дом № 33;Пн-Сб (10:00-18:00), Вс (12:00-17:00)
GD11;Члб Аргаяш;456881, Челябинская обл, Аргаяшский р-н, Аргаяш с, 8 Марта ул, дом № 36;Пн-Вс (09:00-21:00)
GD86;Члб Сим;456022, Челябинская обл, Ашинский р-н, Сим г, Кирова ул, напротив жилого дома 15;Пн-Вс (10:00-21:00)
YB32;Ковров4;601900, Владимирская обл, Ковров г, Ватутина ул, дом № 59;Пн-Вс (10:00-20:00)
GM11;Крнд Туапсе3;352800, Краснодарский край, Туапсинский р-н, Туапсе г, К.Маркса ул, дом № 6/1;Пн-Вс (08:00-20:00)
LS99;Томск ТЦ Мирамикс;634000, Томская обл, Томск г, Мира пр-кт, дом № 36;Пн-Вс (10:00-21:00)
GL04;КБР Нальчик Рынок;360000, Кабардино-Балкарская Респ, Нальчик г, Толстого ул, дом № 94;Пн-Вс (08:00-20:00)
YR81;СПб Тихвин2;187556, Ленинградская обл, Тихвинский р-н, Тихвин г, 3 мкр, павильон у дома № 1 и № 9;Пн-Вс (09:00-21:00)
GN24;Крнд Горячий ключ2;353290, Краснодарский край, Горячий Ключ г, Революции ул, дом № 4;Пн-Вс (09:00-20:00)
GN26;Крнд Джубга2;352844, Краснодарский край, Туапсинский р-н, Джубга кп, Черноморская ул, дом № 66/1;Пн-Вс (08:00-20:00)
